gl_account_name,company_id_1,product_id_1,warehouse,credit,debit,id,move_line_id,date,invoice_origin,name,move_type,gl_account_id,product_id_0,price_unit,quantity,company_id_0,producer,tdv_code,partner_id,partner_name,category_id,sale_origin_0,sale_origin_1,is_mto,mto_product_id,picking_date,sales_order_date
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,153.72,6572124,-1,4-May-2024,False,MISC/2024/05/000000078,entry,284,,0,1,3,Frontier Africa Trading Co. Ltd,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,757.37,6572124,-1,4-May-2024,False,MISC/2024/05/000000078,entry,284,,0,1,3,FrieslandCampina WAMCO Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,2905.77,6572124,-1,4-May-2024,False,MISC/2024/05/000000078,entry,284,,0,1,3,Flour Mills of Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,355.44,6572124,-1,4-May-2024,False,MISC/2024/05/000000078,entry,284,,0,1,3,Flour Mills of Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,639.27,6572124,-1,4-May-2024,False,MISC/2024/05/000000078,entry,284,,0,1,3,Flour Mills of Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,163.10,6572124,-1,4-May-2024,False,MISC/2024/05/000000078,entry,284,,0,1,3,Kamco Chew Food Private Limited,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,206.97,6572124,-1,4-May-2024,False,MISC/2024/05/000000078,entry,284,,0,1,3,Unilever Nigeria Plc,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,1743.46,6572124,-1,4-May-2024,False,MISC/2024/05/000000078,entry,284,,0,1,3,Flour Mills of Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,216948.50,6575721,30250685,4-May-2024,False,MISC/2024/05/000000089,entry,284,,0,1,3,Coca-Cola Company,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,24150.00,6575730,30250704,4-May-2024,False,MISC/2024/05/000000090,entry,284,,0,1,3,HELL ENERGY MAGYARORSZAG KFT,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,2738.10,6575745,30250739,6-May-2024,False,MISC/2024/05/000000091,entry,284,,0,1,3,HELL ENERGY MAGYARORSZAG KFT,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,8139.96,6575753,30250771,3-May-2024,False,MISC/2024/05/000000092,entry,284,,0,1,3,Flour Mills of Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,16128.78,6577408,-1,4-May-2024,False,MISC/2024/05/000000129,entry,284,,0,1,3,Chikki Foods Industries Limited,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,4316.70,6577408,-1,4-May-2024,False,MISC/2024/05/000000129,entry,284,,0,1,3,CWAY Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,3704.52,6577408,-1,4-May-2024,False,MISC/2024/05/000000129,entry,284,,0,1,3,Viju Industries Nigeria Limited,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,30200.00,6580176,30265139,7-May-2024,False,MISC/2024/05/000000135,entry,284,,0,1,3,Kamco Chew Food Private Limited,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,2190.48,6581514,30272558,7-May-2024,False,MISC/2024/05/000000149,entry,284,,0,1,3,FrieslandCampina WAMCO Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,6075.00,6582970,30276080,7-May-2024,False,MISC/2024/05/000000152,entry,284,,0,1,3,Flour Mills of Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,2456.59,6586729,-1,8-May-2024,False,MISC/2024/05/000000174,entry,284,,0,1,3,Coca-Cola Company,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,11036.86,6586729,-1,8-May-2024,False,MISC/2024/05/000000174,entry,284,,0,1,3,Flour Mills of Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,18091.91,6586729,-1,8-May-2024,False,MISC/2024/05/000000174,entry,284,,0,1,3,FrieslandCampina WAMCO Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,7222.38,6586729,-1,8-May-2024,False,MISC/2024/05/000000174,entry,284,,0,1,3,HELL ENERGY MAGYARORSZAG KFT,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,192.26,6586729,-1,8-May-2024,False,MISC/2024/05/000000174,entry,284,,0,1,3,Nasco,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,24150.00,6586732,30290019,8-May-2024,False,MISC/2024/05/000000175,entry,284,,0,1,3,FrieslandCampina WAMCO Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,9890.00,6588116,30294060,9-May-2024,False,MISC/2024/05/000000205,entry,284,,0,1,3,Nigerian Breweries,,,,,,,False,0,,
501300 Discount on sales,TD Sourcing Limited,,Nestle Yaba DS,0,2120000.00,6588163,30294205,8-May-2024,False,MISC/2024/05/0060,entry,5395,,0,1,22,Nestle Nigeria Plc,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,40600.00,6588193,30294283,8-May-2024,False,MISC/2024/05/000000216,entry,284,,0,1,3,Kamco Chew Food Private Limited,,,,,,,False,0,,
501300 Discount on sales,TD Sourcing Limited,,Unknown Warehouse,0,1300.00,6588635,30296089,9-May-2024,False,MISC/2024/05/0061,entry,5395,,0,1,22,Nestle Nigeria Plc,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,41630.00,6589697,30301464,10-May-2024,False,MISC/2024/05/000000258,entry,284,,0,1,3,FrieslandCampina WAMCO Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,24150.00,6590286,30302707,8-May-2024,False,MISC/2024/05/000000259,entry,284,,0,1,3,Nestle Nigeria Plc,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,4000.00,6590353,30302861,10-May-2024,False,MISC/2024/05/000000260,entry,284,,0,1,3,Frutta Juice & Services Ltd,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,1845.00,6590483,30303184,8-May-2024,False,MISC/2024/05/000000262,entry,284,,0,1,3,Flour Mills of Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,29740.00,6590677,30303735,9-May-2024,False,MISC/2024/05/000000264,entry,284,,0,1,3,Flour Mills of Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,81200.00,6591201,30305235,10-May-2024,False,MISC/2024/05/000000276,entry,284,,0,1,3,Coca-Cola Company,,,,,,,False,0,,
501300 Discount on sales,TD Sourcing Limited,,Unknown Warehouse,0,185300.00,6591208,30305271,10-May-2024,False,MISC/2024/05/0068,entry,5395,,0,1,22,Coca-Cola Company,,,,,,,False,0,,
501300 Discount on sales,TD Sourcing Limited,,Unknown Warehouse,0,7660.00,6597977,30328293,10-May-2024,False,MISC/2024/05/0078,entry,5395,,0,1,22,Nestle Nigeria Plc,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,112300.00,6598484,30330395,13-May-2024,False,MISC/2024/05/000000367,entry,284,,0,1,3,Kamco Chew Food Private Limited,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,6165.00,6598577,30330706,13-May-2024,False,MISC/2024/05/000000377,entry,284,,0,1,3,Crown Flour Mill Ltd,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,6165.00,6598605,30330860,13-May-2024,False,MISC/2024/05/000000378,entry,284,,0,1,3,Crown Flour Mill Ltd,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,6165.00,6598847,30333976,10-May-2024,False,MISC/2024/05/000000383,entry,284,,0,1,3,Crown Flour Mill Ltd,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,6165.00,6598847,30335942,10-May-2024,False,MISC/2024/05/000000383,entry,284,,0,1,3,Crown Flour Mill Ltd,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,6165.00,6598862,30334069,8-May-2024,False,MISC/2024/05/000000384,entry,284,,0,1,3,Crown Flour Mill Ltd,,,,,,,False,0,,
501300 Discount on sales,TD Sourcing Limited,,Unknown Warehouse,0,184800.00,6601994,30344229,14-May-2024,False,MISC/2024/05/0086,entry,5395,,0,1,22,Coca-Cola Company,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,1520000.00,6605755,30356344,15-May-2024,False,MISC/2024/05/000000442,entry,284,,0,1,3,Crown Flour Mill Ltd,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,5476.20,6607319,30362550,15-May-2024,False,MISC/2024/05/000000463,entry,284,,0,1,3,FrieslandCampina WAMCO Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,6165.00,6607414,30362843,14-May-2024,False,MISC/2024/05/000000464,entry,284,,0,1,3,Crown Flour Mill Ltd,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,9715.00,6608109,30364539,16-May-2024,False,MISC/2024/05/000000465,entry,284,,0,1,3,GB Foods,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,33600.00,6608800,30366529,15-May-2024,False,MISC/2024/05/000000469,entry,284,,0,1,3,Kamco Chew Food Private Limited,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,5476.20,6612176,30378082,16-May-2024,False,MISC/2024/05/000000482,entry,284,,0,1,3,Chi Nigeria Limited,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,30800.00,6617070,30396467,17-May-2024,False,MISC/2024/05/000000491,entry,284,,0,1,3,Coca-Cola Company,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,34552.50,6618934,30401497,18-May-2024,False,MISC/2024/05/000000520,entry,284,,0,1,3,Nestle Nigeria Plc,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,28808.00,6620632,30408986,20-May-2024,False,MISC/2024/05/000000607,entry,284,,0,1,3,DUFIL Prima foods Plc,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,69300.00,6622500,30414188,20-May-2024,False,MISC/2024/05/000000615,entry,284,,0,1,3,Coca-Cola Company,,6843,Nigerian Bottling Company Ltd,[1 8 7 3],,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,6165.00,6623290,30416337,15-May-2024,False,MISC/2024/05/000000616,entry,284,,0,1,3,Crown Flour Mill Ltd,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,15800.00,6623947,30419098,21-May-2024,False,MISC/2024/05/000000657,entry,284,,0,1,3,Coca-Cola Company,,6843,Nigerian Bottling Company Ltd,[1 8 7 3],,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,51698.85,6624050,-1,21-May-2024,False,MISC/2024/05/000000660,entry,284,,0,1,3,Flour Mills of Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,31454.94,6624050,-1,21-May-2024,False,MISC/2024/05/000000660,entry,284,,0,1,3,Honeywell Flour Mills,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,779006.15,6624050,-1,21-May-2024,False,MISC/2024/05/000000660,entry,284,,0,1,3,Crown Flour Mill Ltd,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,522690.07,6624050,-1,21-May-2024,False,MISC/2024/05/000000660,entry,284,,0,1,3,Dangote,,,,,,,False,0,,
501300 Discount on sales,TD Sourcing Limited,,Unknown Warehouse,0,109000.00,6624395,30421003,21-May-2024,False,MISC/2024/05/0108,entry,5395,,0,1,22,Coca-Cola Company,,6843,Nigerian Bottling Company Ltd,[1 8 7 3],,,False,0,,
501300 Discount on sales,TD Sourcing Limited,,Unknown Warehouse,0,77000.00,6624803,30423071,21-May-2024,False,MISC/2024/05/0112,entry,5395,,0,1,22,Coca-Cola Company,,6843,Nigerian Bottling Company Ltd,[1 8 7 3],,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,22740.00,6624998,30423651,21-May-2024,False,MISC/2024/05/000000669,entry,284,,0,1,3,FrieslandCampina WAMCO Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,14055.00,6625014,30423701,21-May-2024,False,MISC/2024/05/000000670,entry,284,,0,1,3,Chi Nigeria Limited,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,8242.50,6626418,30426950,22-May-2024,False,MISC/2024/05/000000672,entry,284,,0,1,3,FrieslandCampina WAMCO Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,9510.00,6626422,30426973,22-May-2024,False,MISC/2024/05/000000673,entry,284,,0,1,3,Arla Foods,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,3100.00,6627222,30430361,22-May-2024,False,MISC/2024/05/000000679,entry,284,,0,1,3,Kamco Chew Food Private Limited,,9110,Kamco Chew Food Private Limited,[],,,False,0,,
501300 Discount on sales,TD Sourcing Limited,,Unknown Warehouse,0,77000.00,6628815,30436747,20-May-2024,False,MISC/2024/05/0116,entry,5395,,0,1,22,Coca-Cola Company,,6843,Nigerian Bottling Company Ltd,[1 8 7 3],,,False,0,,
501300 Discount on sales,TD Sourcing Limited,,Unknown Warehouse,0,77000.00,6629266,30437924,22-May-2024,False,MISC/2024/05/0120,entry,5395,,0,1,22,Coca-Cola Company,,6843,Nigerian Bottling Company Ltd,[1 8 7 3],,,False,0,,
501300 Discount on sales,TD Sourcing Limited,,Unknown Warehouse,0,100000.00,6631567,30447609,22-May-2024,False,MISC/2024/05/0124,entry,5395,,0,1,22,Nestle Nigeria Plc,,7590,Nestle Nigeria Plc,[7],,,False,0,,
501300 Discount on sales,TD Sourcing Limited,,Unknown Warehouse,0,53900.00,6631585,30447660,21-May-2024,False,MISC/2024/05/0125,entry,5395,,0,1,22,Coca-Cola Company,,6843,Nigerian Bottling Company Ltd,[1 8 7 3],,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,60900.00,6631636,30447845,15-May-2024,False,MISC/2024/05/000000702,entry,284,,0,1,3,Nestle Nigeria Plc,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,25621.00,6631778,30448508,18-May-2024,False,MISC/2024/05/000000706,entry,284,,0,1,3,FrieslandCampina WAMCO Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,119100.00,6632136,30449609,23-May-2024,False,MISC/2024/05/000000710,entry,284,,0,1,3,Kamco Chew Food Private Limited,,9110,Kamco Chew Food Private Limited,[],,,False,0,,
501300 Discount on sales,TD Sourcing Limited,,Unknown Warehouse,0,77000.00,6632732,30451175,21-May-2024,False,MISC/2024/05/0126,entry,5395,,0,1,22,Coca-Cola Company,,6843,Nigerian Bottling Company Ltd,[1 8 7 3],,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,4308.75,6634705,30456037,24-May-2024,False,MISC/2024/05/000000717,entry,284,,0,1,3,FrieslandCampina WAMCO Nigeria,,,,,,,False,0,,
501500 Packaging Cost,TD Lagos,,Unknown Warehouse,0,52000.00,6634966,-1,22-May-2024,False,MISC/2024/05/000000720,entry,289,,0,1,3,Unilever Nigeria Plc,,,,,,,False,0,,
501500 Packaging Cost,TD Lagos,,Unknown Warehouse,0,20000.00,6634966,-1,22-May-2024,False,MISC/2024/05/000000720,entry,289,,0,1,3,Nigerian Breweries,,,,,,,False,0,,
501500 Packaging Cost,TD Lagos,,Unknown Warehouse,0,250000.00,6634966,-1,22-May-2024,False,MISC/2024/05/000000720,entry,289,,0,1,3,DUFIL Prima foods Plc,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,42550.00,6636330,30463815,24-May-2024,False,MISC/2024/05/000000739,entry,284,,0,1,3,Coca-Cola Company,,6843,Nigerian Bottling Company Ltd,[1 8 7 3],,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,30100.00,6636355,30463887,24-May-2024,False,MISC/2024/05/000000740,entry,284,,0,1,3,Kamco Chew Food Private Limited,,9110,Kamco Chew Food Private Limited,[],,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,333730.00,6636946,30465382,24-May-2024,False,MISC/2024/05/000000742,entry,284,,0,1,3,Nestle Nigeria Plc,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,14191.25,6637532,30466663,24-May-2024,False,MISC/2024/05/000000744,entry,284,,0,1,3,FrieslandCampina WAMCO Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,6935.50,6640330,30476518,25-May-2024,False,MISC/2024/05/000000757,entry,284,,0,1,3,FrieslandCampina WAMCO Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Sourcing Limited,,Unknown Warehouse,0,4722.50,6641501,30479635,24-May-2024,False,MISC/2024/05/0135,entry,5395,,0,1,22,Nestle Nigeria Plc,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,4617.50,6641656,30480322,27-May-2024,False,MISC/2024/05/000000760,entry,284,,0,1,3,DUFIL Prima foods Plc,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,2257163.18,6642487,30482992,24-May-2024,False,MISC/2024/05/000000812,entry,284,,0,1,3,GrandOak,,8160,GRANDOAKS LIMITED,[8 3],,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,5065.00,6644215,30489346,24-May-2024,False,MISC/2024/05/000000860,entry,284,,0,1,3,Evans,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,912000.00,6645976,30494184,28-May-2024,False,MISC/2024/05/000000875,entry,284,,0,1,3,Crown Flour Mill Ltd,,,,,,,False,0,,
501300 Discount on sales,TD Sourcing Limited,,Unknown Warehouse,0,4987.50,6649908,30507309,21-May-2024,False,MISC/2024/05/0159,entry,5395,,0,1,22,Nestle Nigeria Plc,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,10450.00,6650240,30510098,29-May-2024,False,MISC/2024/05/000000902,entry,284,,0,1,3,Unilever International,,,,,,,False,0,,
501300 Discount on sales,TD Sourcing Limited,,Unknown Warehouse,0,105600.00,6651071,30512166,29-May-2024,False,MISC/2024/05/0160,entry,5395,,0,1,22,Nestle Nigeria Plc,,3592,Nestlé Nigeria PLC,[3],,,False,0,,
501300 Discount on sales,TD Sourcing Limited,,Unknown Warehouse,0,59500.00,6652442,30515508,25-May-2024,False,MISC/2024/05/0162,entry,5395,,0,1,22,Coca-Cola Company,,6843,Nigerian Bottling Company Ltd,[1 8 7 3],,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,1360.00,6652944,30516771,30-May-2024,False,MISC/2024/05/000000921,entry,284,,0,1,3,FrieslandCampina WAMCO Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,3772.00,6655424,30525590,31-May-2024,False,MISC/2024/05/000000931,entry,284,,0,1,3,FrieslandCampina WAMCO Nigeria,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,608000.00,6655665,30526216,27-May-2024,False,MISC/2024/05/000000935,entry,284,,0,1,3,Crown Flour Mill Ltd,,,,,,,False,0,,
500000 Cost of Goods,TD Edo,,Unknown Warehouse,0,25605.00,6657218,30531056,31-May-2024,False,MISC/2024/05/054,entry,1472,,0,1,12,Eko Supreme Ltd,,,,,,,False,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,77000.00,6660096,30542151,29-May-2024,False,MISC/2024/05/000001030,entry,284,,0,1,3,Seven-Up,,6152,Seven-Up Bottling Company,[8 7 3],,,False,0,,
501300 Discount on sales,TD Sourcing Limited,,Unknown Warehouse,0,1610.00,6661640,30546691,31-May-2024,False,MISC/2024/05/0169,entry,5395,,0,1,22,Nestle Nigeria Plc,,,,,,,False,0,,
500000 Cost of Goods,TD Lagos,,Unknown Warehouse,0,196861.37,6665790,-1,31-May-2024,FALSE,MISC/2024/05/000001121,entry,285,,0,1,3,Ayoola Foods Limited,,,,,,,FALSE,0,,
500000 Cost of Goods,TD Lagos,,Unknown Warehouse,0,262481.83,6665790,-1,31-May-2024,FALSE,MISC/2024/05/000001121,entry,285,,0,1,3,Cadbury Nigeria Plc,,,,,,,FALSE,0,,
500000 Cost of Goods,TD Lagos,,Unknown Warehouse,0,236233.64,6665790,-1,31-May-2024,FALSE,MISC/2024/05/000001121,entry,285,,0,1,3,Checkers Africa Limited,,,,,,,FALSE,0,,
500000 Cost of Goods,TD Lagos,,Unknown Warehouse,0,262481.83,6665790,-1,31-May-2024,FALSE,MISC/2024/05/000001121,entry,285,,0,1,3,Coca-Cola Company,,,,,,,FALSE,0,,
500000 Cost of Goods,TD Lagos,,Unknown Warehouse,0,2624818.27,6665790,-1,31-May-2024,FALSE,MISC/2024/05/000001121,entry,285,,0,1,3,DUFIL Prima foods Plc,,,,,,,FALSE,0,,
500000 Cost of Goods,TD Lagos,,Unknown Warehouse,0,262481.83,6665790,-1,31-May-2024,FALSE,MISC/2024/05/000001121,entry,285,,0,1,3,Flour Mills of Nigeria,,,,,,,FALSE,0,,
500000 Cost of Goods,TD Lagos,,Unknown Warehouse,0,262481.83,6665790,-1,31-May-2024,FALSE,MISC/2024/05/000001121,entry,285,,0,1,3,GB Foods,,,,,,,FALSE,0,,
500000 Cost of Goods,TD Lagos,,Unknown Warehouse,0,721825.02,6665790,-1,31-May-2024,FALSE,MISC/2024/05/000001121,entry,285,,0,1,3,Guinness Nigeria Plc,,,,,,,FALSE,0,,
500000 Cost of Goods,TD Lagos,,Unknown Warehouse,0,413408.88,6665790,-1,31-May-2024,FALSE,MISC/2024/05/000001121,entry,285,,0,1,3,Honeywell Flour Mills,,,,,,,FALSE,0,,
500000 Cost of Goods,TD Lagos,,Unknown Warehouse,0,2939796.46,6665790,-1,31-May-2024,FALSE,MISC/2024/05/000001121,entry,285,,0,1,3,Nestle Nigeria Plc,,,,,,,FALSE,0,,
500000 Cost of Goods,TD Lagos,,Unknown Warehouse,0,656204.57,6665790,-1,31-May-2024,FALSE,MISC/2024/05/000001121,entry,285,,0,1,3,Nigerian Breweries,,,,,,,FALSE,0,,
500000 Cost of Goods,TD Lagos,,Unknown Warehouse,0,354350.47,6665790,-1,31-May-2024,FALSE,MISC/2024/05/000001121,entry,285,,0,1,3,Olam Group Nigeria,,,,,,,FALSE,0,,
500000 Cost of Goods,TD Lagos,,Unknown Warehouse,0,196861.37,6665790,-1,31-May-2024,FALSE,MISC/2024/05/000001121,entry,285,,0,1,3,Promasidor,,,,,,,FALSE,0,,
500000 Cost of Goods,TD Lagos,,Unknown Warehouse,0,262481.83,6665790,-1,31-May-2024,FALSE,MISC/2024/05/000001121,entry,285,,0,1,3,TTL Rahal Nigeria,,,,,,,FALSE,0,,
500000 Cost of Goods,TD Lagos,,Unknown Warehouse,0,384535.88,6665790,-1,31-May-2024,FALSE,MISC/2024/05/000001121,entry,285,,0,1,3,Unilever Nigeria Plc,,,,,,,FALSE,0,,
500000 Cost of Goods,TD Lagos,,Unknown Warehouse,0,196861.37,6665790,-1,31-May-2024,FALSE,MISC/2024/05/000001121,entry,285,,0,1,3,Yusol International Foods,,,,,,,FALSE,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,2400.00,6672412,30582765,28-May-2024,FALSE,MISC/2024/05/000001145,entry,284,,0,1,3,Kamco Chew Food Private Limited,,9110,Kamco Chew Food Private Limited,[],,,FALSE,0,,
501300 Discount on sales,TD Lagos,,Unknown Warehouse,0,251120.00,6674056,30589975,31-May-2024,FALSE,MISC/2024/05/000001146,entry,284,,0,1,3,Seven-Up,,6152,Seven-Up Bottling Company,[8 7 3],,,FALSE,0,,
501300 Discount on sales,TD Sourcing Limited,,Unknown Warehouse,0,55000.00,6674079,30590037,30-May-2024,FALSE,MISC/2024/05/0184,entry,5395,,0,1,22,Coca-Cola Company,,6843,Nigerian Bottling Company Ltd,[1 8 7 3],,,FALSE,0,,
