company_id_1,gl_account_name,warehouse,credit,debit,id,move_line_id,date,invoice_origin,name,move_type,gl_account_id,product_id_0,price_unit,quantity,company_id_0,producer,is_mto
TD Lagos,400000 Sales,Unknown Warehouse,0.00,45464.53,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,Honeywell Flour Mills,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,19425.53,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,Intercontinental Distillers Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,7284.11,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,Nasco,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,123250.30,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,Nestle Nigeria Plc,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,112330.90,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,Nigerian Breweries PLC,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,3263.49,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,Nourdm Global,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,2549.60,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,Olam Group Nigeria,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,800331.81,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,Pernod Ricard Nigeria,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,16608.83,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,Procter And Gamble Nigeria,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,39068.90,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,Promasidor,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,9188.28,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,PZ Cussons Nigeria Plc,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,11073.48,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,PZ Wilmar Food Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,851.02,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,Sankin Industries Nigeria Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,330.23,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,Seven-Up,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,1751.30,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,Sosaco Nigeria Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,2868.16,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,Tradedepot Imported,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,50509.85,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,Unilever Nigeria Plc,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,198512.84,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,Unilever International,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,48355.69,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,Unimer S.A,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,18346.72,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,Unimer S.A,False
TD Lagos,400000 Sales,Unknown Warehouse,0.00,257459.49,6192181,-1,15-Jan-2024,False,MISC/2024/01/000000297,entry,193,,0,1,3,FrieslandCampina WAMCO Nigeria,False
TD Lagos,400000 Sales,Unknown Warehouse,10.76,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Agrim International FZE,False
TD Lagos,400000 Sales,Unknown Warehouse,30.38,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Amtinam Ventures,False
TD Lagos,400000 Sales,Unknown Warehouse,580.79,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Anhui Qiangwang Food Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,399.87,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Apples & Pears Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,50977.80,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Arla Foods,False
TD Lagos,400000 Sales,Unknown Warehouse,88.64,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Aspira Nigeria Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,112.54,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Ayoola Foods Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,366.24,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Bel Impex,False
TD Lagos,400000 Sales,Unknown Warehouse,6.15,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Benchmark Foods and spices Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,547.82,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Binatone Nigeria,False
TD Lagos,400000 Sales,Unknown Warehouse,1857.98,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,BUA Foods Plc,False
TD Lagos,400000 Sales,Unknown Warehouse,1872.92,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Cadbury Nigeria Plc,False
TD Lagos,400000 Sales,Unknown Warehouse,2.31,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Cedar and Cradle Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,3981.02,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Checkers Africa Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,14380.27,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Chi Nigeria Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,367.08,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,C-Jimson Nigeria Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,2739.94,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Cloud Energy Photoelectric Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,92797.61,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Coca-Cola Company,False
TD Lagos,400000 Sales,Unknown Warehouse,66.53,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Crown Flour Mill Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,13866.25,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Crown Flour Mill Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,22.47,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Cubana FMCG Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,2261.84,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Cubana FMCG Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,250.94,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Cway Foods and Beverages Nigeria co. Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,4873.05,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,CWAY Nigeria,False
TD Lagos,400000 Sales,Unknown Warehouse,10191.56,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Dangote,False
TD Lagos,400000 Sales,Unknown Warehouse,8.50,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Discovery International Fze,False
TD Lagos,400000 Sales,Unknown Warehouse,19496.96,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,DUFIL Prima foods Plc,False
TD Lagos,400000 Sales,Unknown Warehouse,5838.26,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Eko Supreme,False
TD Lagos,400000 Sales,Unknown Warehouse,10.93,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Elkris Bio Health Foods Nigeria Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,12683.60,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,EuroMega Atlantic Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,5657.20,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Evans,False
TD Lagos,400000 Sales,Unknown Warehouse,1.55,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Extreme Manufacturing Nig Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,3720.98,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Fareast Mercantile Co Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,85008.58,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Flour Mills of Nigeria,False
TD Lagos,400000 Sales,Unknown Warehouse,1158.92,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Fouani Nigeria Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,71728.63,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,FrieslandCampina WAMCO Nigeria,False
TD Lagos,400000 Sales,Unknown Warehouse,37722.24,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Frutta Juice & Services Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,6.15,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,G.J. Agro Aline,False
TD Lagos,400000 Sales,Unknown Warehouse,5288.33,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,GB Foods,False
TD Lagos,400000 Sales,Unknown Warehouse,41.25,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Godrej Company,False
TD Lagos,400000 Sales,Unknown Warehouse,50.28,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Golden Oil Industries Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,4.66,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Goonite Hygiene Products,False
TD Lagos,400000 Sales,Unknown Warehouse,18268.00,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Grand Oak,False
TD Lagos,400000 Sales,Unknown Warehouse,20513.11,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Guinness Nigeria Plc,False
TD Lagos,400000 Sales,Unknown Warehouse,507.50,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Hayat Kimya Nigeria Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,1636.10,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,HELL ENERGY MAGYARORSZAG KFT,False
TD Lagos,400000 Sales,Unknown Warehouse,9331.38,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Holden International Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,837.48,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Honeywell Flour Mills,False
TD Lagos,400000 Sales,Unknown Warehouse,205.86,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Intercontinental Distillers Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,11.62,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Intercontinental Distillers Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,2172.45,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,International Breweries Plc,False
TD Lagos,400000 Sales,Unknown Warehouse,1.74,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,J.I Ejison Internationa Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,45.11,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,JOF Nigeria Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,48.92,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Kimberly Clark,False
TD Lagos,400000 Sales,Unknown Warehouse,3844.71,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Kiss Kids,False
TD Lagos,400000 Sales,Unknown Warehouse,61.88,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Lacasera,False
TD Lagos,400000 Sales,Unknown Warehouse,967.95,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Mallinson & Partners Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,477.39,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Mamuda Beverages Nigeria Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,751.99,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Mix & Bake Flour Mills Industries Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,382.62,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Mix & Bake Flour Mills Industries Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,7276.52,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Nasco,False
TD Lagos,400000 Sales,Unknown Warehouse,3.64,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Natural Opes International,False
TD Lagos,400000 Sales,Unknown Warehouse,387367.96,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Nestle Nigeria Plc,False
TD Lagos,400000 Sales,Unknown Warehouse,20255.26,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Nigerian Breweries PLC,False
TD Lagos,400000 Sales,Unknown Warehouse,27.17,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Nigerian Breweries PLC,False
TD Lagos,400000 Sales,Unknown Warehouse,5243.65,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Nourdm Global,False
TD Lagos,400000 Sales,Unknown Warehouse,104.96,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Okomu Oil Company Plc,False
TD Lagos,400000 Sales,Unknown Warehouse,1115.03,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Olam Group Nigeria,False
TD Lagos,400000 Sales,Unknown Warehouse,1.73,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Orange Group,False
TD Lagos,400000 Sales,Unknown Warehouse,178.98,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Ornua Co-operative Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,4.73,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Pally Agro Products Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,40783.53,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Pernod Ricard Nigeria,False
TD Lagos,400000 Sales,Unknown Warehouse,3.33,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Planet Bottling Company,False
TD Lagos,400000 Sales,Unknown Warehouse,5657.53,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Procter And Gamble Nigeria,False
TD Lagos,400000 Sales,Unknown Warehouse,40738.80,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Promasidor,False
TD Lagos,400000 Sales,Unknown Warehouse,5968.11,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,PZ Cussons Nigeria Plc,False
TD Lagos,400000 Sales,Unknown Warehouse,2359.92,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,PZ Wilmar Food Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,704.96,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,PZ Wilmar Food Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,825.32,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Ranona Nigeria Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,175.99,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Reckitt Benckiser,False
TD Lagos,400000 Sales,Unknown Warehouse,9.73,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Reckitt Benckiser,False
TD Lagos,400000 Sales,Unknown Warehouse,22.10,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Rite Foods,False
TD Lagos,400000 Sales,Unknown Warehouse,841.44,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Royal Salt Nig. Ltd.,False
TD Lagos,400000 Sales,Unknown Warehouse,2529.97,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Sankin Industries Nigeria Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,1.67,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Sanpees Global Resources Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,1.95,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Seven Star paper & Allied Product Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,4802.65,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Seven-Up,False
TD Lagos,400000 Sales,Unknown Warehouse,425.35,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Shulifang Biotechnology FZE,False
TD Lagos,400000 Sales,Unknown Warehouse,1888.92,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Sonia Foods Industries Ltd.,False
TD Lagos,400000 Sales,Unknown Warehouse,48.63,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Sosaco Nigeria Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,1.70,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Sunlight Resources Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,340.27,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Sunola Foods Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,27.32,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Suntory Beverage and Food Nigeria,False
TD Lagos,400000 Sales,Unknown Warehouse,553.28,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Tembo Care Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,42.30,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,TG Agri Farms Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,611.55,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Tgi Group,False
TD Lagos,400000 Sales,Unknown Warehouse,114.47,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Tiger Foods Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,57.59,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Tomato Jos Farming and Processing Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,2.50,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Topwide Ventures Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,4632.95,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Tradedepot Imported,False
TD Lagos,400000 Sales,Unknown Warehouse,1.60,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,UAC Foods Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,194444.70,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Unilever International,False
TD Lagos,400000 Sales,Unknown Warehouse,64604.08,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Unilever Nigeria Plc,False
TD Lagos,400000 Sales,Unknown Warehouse,42393.68,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Unimer S.A,False
TD Lagos,400000 Sales,Unknown Warehouse,96.36,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Valency Agro Nigeria Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,78.65,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Viju Industries Nigeria Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,6.16,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Wemy Industries Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,5.54,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Wemy Industries Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,21.53,0.00,6244474,-1,31-Jan-2024,False,MISC/2024/01/000000621,entry,193,,0,1,3,Wigo Engineering International Nigeria Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,1.81,0.00,6245117,-1,31-Jan-2024,False,MISC/2024/01/000000631,entry,193,,0,1,3,Agrim International FZE,False
TD Lagos,400000 Sales,Unknown Warehouse,5.11,0.00,6245117,-1,31-Jan-2024,False,MISC/2024/01/000000631,entry,193,,0,1,3,Amtinam Ventures,False
TD Lagos,400000 Sales,Unknown Warehouse,97.63,0.00,6245117,-1,31-Jan-2024,False,MISC/2024/01/000000631,entry,193,,0,1,3,Anhui Qiangwang Food Ltd,False
TD Lagos,400000 Sales,Unknown Warehouse,67.22,0.00,6245117,-1,31-Jan-2024,False,MISC/2024/01/000000631,entry,193,,0,1,3,Apples & Pears Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,8569.67,0.00,6245117,-1,31-Jan-2024,False,MISC/2024/01/000000631,entry,193,,0,1,3,Arla Foods,False
TD Lagos,400000 Sales,Unknown Warehouse,14.90,0.00,6245117,-1,31-Jan-2024,False,MISC/2024/01/000000631,entry,193,,0,1,3,Aspira Nigeria Limited,False
TD Lagos,400000 Sales,Unknown Warehouse,18.92,0.00,6245117,-1,31-Jan-2024,False,MISC/2024/01/000000631,entry,193,,0,1,3,Ayoola Foods Limited,False
